ident	name	type	frequency_khz	latitude_deg	longitude_deg
BL	Salinopolis	NDB	315	-0.6153330207	-47.35720062
BL	Malabo	NDB	310	3.774280071	8.725669861
BL	Bole	NDB	352	8.998849869	38.82020187
BL	Budapest	NDB	335	47.48899841	19.18619919
BL	Blonduos	NDB	351	65.68640137	-20.29249954
BL	Buli	NDB	206	0.9175000191	128.3829956
BL	Balykchi	NDB	855	42.43330002	76.13330078
BL	Balti	NDB	790	47.79790115	27.81399918
BL	Ile Art	NDB	342	-19.7220993	163.6629944
BL	Bringeland	NDB	374	61.38999939	5.760449886
BL	Kazan	NDB	475	55.5766983	49.3567009
BL	Chernyshevka	NDB	605	44.20000076	133.1170044
BL	Bloemfontein	NDB	380	-29.17200089	26.29879951
BL	Belleville	NDB	362	38.46469879	-89.75640106
BL	Yanks	NDB	260	43.06000137	-87.87670135
BL	Benza	NDB	338	48.89910126	-122.5350037
BLA	Cairo West	TACAN	116700	30.1154995	30.9116993
BLA	Biella Cerrione	VOR-DME	116100	45.49420166	8.100580215
BLA	Biella Cerrione	NDB	350	45.46220016	8.123330116
BLC	Blace	VOR-DME	116100	43.24869919	21.36160088
BLC	Blace	NDB	377	43.24670029	21.36219978
BLC	Blackbushe	DME	116200	51.32389832	-0.8463770151
BLD	Balad	VORTAC	114600	33.93590164	44.36809921
BLD	Boulder City	VORTAC	116700	35.99580002	-114.8639984
BLE	Lake Providence	NDB	278	32.83069992	-91.19010162
BLF	Bluefield	VORTAC	110000	37.3064003	-81.19429779
BLG	Blagoveschensk	VOR-DME	113600	50.3932991	127.427002
BLH	Blythe	VORTAC	117400	33.59609985	-114.7610016
BLH	Balkhash	VOR-DME	113700	46.8810997	74.98139954
BLI	Bali	VOR-DME	116200	-8.750570297	115.163002
BLK	Banja Luka	NDB	340	45.09529877	17.25810051
BLK	Blackbushe	NDB	328	51.32329941	-0.8447939754
BLM	Bale Mulhouse	VOR-DME	117450	47.63280106	7.499499798
BLN	Bailen	VOR-DME	116200	38.15250015	-3.625010014
BLN	Busselton	NDB	386	-33.69250107	115.3949966
BLO	Bailovo	VOR-DME	117500	42.66719818	23.81389999
BLT	Gbadolite	VOR-DME	112100	4.246990204	20.96640015
BLT	Baltim	VOR-DME	116900	31.52890015	31.12249947
BLT	Ballarat	NDB	239	-37.5135994	143.7910004
BLT	Gbadolite	NDB	310	4.296989918	21.04969978
BLU	Bluefields	VOR-DME	116700	11.99450016	-83.77259827
BLV	Bloemfontein	VORTAC	114100	-29.10050011	26.30069923
BLV	Bilbao	VOR-DME	115900	43.3044014	-2.935879946
BM	Banmaw	NDB	320	24.26740074	97.24620056
BM	Balmoral	NDB	375	50.1371994	-97.30970001
BM	Wafangdian	NDB	552	39.63999939	121.7220001
BM	Batam	NDB	370	1.121260047	104.1110001
BM	Bamako/Senou	NDB	301	12.52149963	-7.968669891
BM	Blagoveschensk	NDB	350	50.47499847	127.3970032
BM	Pevek	NDB	272	69.73500061	170.6269989
BM	Bethlehem	NDB	343	-28.24979973	28.33359909
BM	Magong	NDB	290	23.52029991	119.6090012
BM	Claye	NDB	382	39.0564003	-86.59919739
BM	Blenheim	NDB-DME	342	-41.50519943	174.0319977
BMA	El Borma	NDB	405	31.70639992	9.234999657
BMC	Bordeaux	VOR-DME	113750	44.82690048	-0.7211109996
BMC	Brigham City	NDB	294	41.51580048	-112.0780029
BMI	Bloomington	VOR-DME	108200	40.48080063	-88.93119812
BML	Berlin	VOR-DME	110400	44.63339996	-71.18609619
BML	Bromelton	NDB	374	-27.96610069	152.901001
BMN	Bremen	VOR-DME	117450	53.04399872	8.782139778
BMQ	Burnet	NDB	341	30.74029922	-98.23619843
BMR	Baia Mare	NDB	404	47.6711998	23.34600067
BMT	Buon Ma Thuot	VOR-DME	112100	12.66650009	108.1230011
BMW	Barrow Co	NDB	404	33.9353981	-83.58950043
BN	Brisbane	VOR-DME	113200	-27.36580086	153.1390076
BN	Butuan	VOR-DME	112500	8.955349922	125.4860001
BN	Baku	NDB	360	40.41999817	50.06499863
BN	Bujumbura	NDB	255	-3.248500109	29.30629921
BN	Bangui M Poko	NDB	266	4.490499973	18.49559975
BN	Bale Mulhouse	NDB	353	47.6617012	7.4790802
BN	Banda Naera	NDB	372	-4.521940231	129.904007
BN	Varanasi	NDB	222	25.44599915	82.8660965
BN	Birkeland	NDB	345	58.30410004	8.227219582
BN	Bannu	NDB	257	32.97639847	70.52089691
BN	Bolshaya Nikolayevka	NDB	115	55.46670151	63.01670074
BN	Dobbs	NDB	304	36.03099823	-86.72180176
BNA	Nashville	VORTAC	114100	36.13700104	-86.68479919
BNA	Barcelona	VORTAC	115900	10.13309956	-64.70559692
BNA	Benina	VOR-DME	117400	32.125	20.25329971
BNA	Banak	VOR-DME	114400	70.17630005	24.9484005
BNA	Beni Amrane	NDB	353	36.65110016	3.591389894
BNA	Ballina	NDB	206	-28.83440018	153.5619965
BNA	Bouna/Tehini	NDB	370	9.277500153	-3.025279999
BNA	Benina	NDB	342	32.08940125	20.26140022
BND	Bandar Abbass	TACAN	113100	27.21699905	56.3810997
BND	Bamenda	VOR-DME	114500	6.050559998	10.11610031
BND	Bandung	VOR-DME	117000	-6.882080078	107.512001
BND	Bandar Abbass	VOR-DME	117200	27.19709969	56.3667984
BND	Bandar Abbass	NDB	250	27.21629906	56.36009979
BNE	Boulogne-sur-Mer	VOR	113800	50.62480164	1.907109976
BNE	Hewanorra	VOR-DME	112400	13.73340034	-60.97710037
BNE	Hewanorra	NDB	305	13.73279953	-60.97570038
BNH	Brenham	NDB	362	30.22240067	-96.37349701
BNK	Banak	TACAN	111000	70.06539917	24.96990013
BNN	Xishuangbanna	VOR-DME	116300	21.98460007	100.7519989
BNN	Bronnoy	VOR-DME	115300	65.45709991	12.21430016
BNN	Bovingdon	VOR-DME	113750	51.72610092	-0.5497220159
BNO	Brno	VOR-DME	113900	49.15010071	16.69260025
BNO	Brno	NDB	368	49.14479828	16.76860046
BNR	Bhuntar	NDB	334	31.88170052	77.15149689
BNR	Banak	NDB	345	70.07430267	24.97949982
BNR	Benton Ridge	NDB	334	41.01670074	-83.66660309
BNS	Ben Slimane	VOR-DME	117450	33.64179993	-7.208000183
BNS	Barinas	VOR-DME	117500	8.614439964	-70.21869659
BNS	Bairnsdale	NDB	212	-37.8810997	147.5690002
BNS	Barinas	NDB	220	8.623889923	-70.21589661
BNW	Boone	NDB	407	42.0542984	-93.85310364
BO	Bafoussam	NDB	266	5.50906992	10.3671999
BO	Birao	NDB	298	10.2798996	22.78310013
BO	Bokanjac	NDB	385	44.1692009	15.26399994
BO	Bonriki	NDB	390	1.377169967	173.1430054
BO	Nizhny Novgorod	NDB	327	56.20500183	43.77830124
BO	Bohdanivka	NDB	1290	50.62810135	30.88990021
BO	Booie	NDB	221	36.39860153	-82.49620056
BO	Ustik	NDB	359	43.59690094	-116.3150024
BO	Miltt	NDB	375	42.2737999	-71.04920197
BOA	Bologna	VOR-DME	117100	44.536999	11.2907
BOA	Bologna	NDB	413	44.56729889	11.20020008
BOB	Bruck	NDB	387	61.1678009	-150.177002
BOD	Bordj Omar Driss	VOR-DME	114300	28.13310051	6.839169979
BOD	Beirut	NDB	351	33.90230179	35.48130035
BOD	Bowman	NDB	374	46.18510056	-103.4290009
BOG	Bogota	VOR-DME	113900	4.845399857	-74.32460022
BOG	Bogota	NDB	340	4.846109867	-74.32279968
BOI	Boise	VORTAC	113300	43.55279922	-116.1920013
BOK	Bouake	NDB	283	7.718440056	-5.082890034
BOL	Bolsena	VORTAC	114400	42.61830139	12.0486002
BOL	Bolinda	NDB	362	-37.46220016	144.7980042
BOM	Boma	NDB	392	-5.852149963	13.06620026
BOO	Bodo	TACAN	110800	67.26629639	14.36180019
BOR	Bordertown	VOR	112700	-36.39279938	140.7420044
BOR	San Borja	VOR	117700	-14.85210037	-66.7365036
BOR	Borlange	VOR-DME	117600	60.42150116	15.51920033
BOR	Bordertown	NDB	251	-36.39030075	140.7510071
BOS	Boston	VORTAC	112700	42.35739899	-70.98950195
BOT	Bottrop	NDB	407	51.58580017	7.023009777
BOU	Boulia	NDB	398	-22.91469955	139.9069977
BOU	Bourn	NDB	392	52.21110153	-0.0449360013
BOY	Boysen Reservoir	VOR-DME	117800	43.46319962	-108.3000031
BOZ	Bozhourishte	NDB	312	42.77000046	23.19109917
BOZ	Whiteside	NDB	254	41.71110153	-89.78559875
BP	Bangui M Poko	NDB	279	4.378689766	18.52470016
BP	Batu Pahat	NDB	276	1.850000024	102.9339981
BP	Chelobityevo	NDB	680	55.90000153	37.68330002
BP	Kazoo	NDB	257	29.99629974	-94.10639954
BPI	Big Piney	VOR-DME	116500	42.57939911	-110.1090012
BPK	Brookmans Park	VOR-DME	117500	51.74969864	-0.1066669971
BPL	Bhopal	VOR-DME	117100	23.28219986	77.33709717
BPL	Bari	NDB	401	41.11029816	16.66040039
BPN	Balikpapan	VOR-DME	117200	-1.245689988	116.9400024
BPN	Barapani	VOR-DME	116000	25.7064991	91.97869873
BPN	Bopan	VOR-DME	113700	27.05389977	45.44530106
BPO	Piney Grove	NDB	403	36.53950119	-84.47599792
BPT	Beaumont	VOR-DME	114500	29.94610023	-94.0161972
BPW	Osceola	NDB	239	35.69269943	-90.01290131
BQ	Bokhan	NDB	779	53.15000153	103.7829971
BQ	Jeffi	NDB	275	31.22830009	-81.54270172
BQ	Nasan	NDB	349	21.21500015	104.038002
BQM	Bowman	VOR-DME	112200	38.23020172	-85.66470337
BQN	Borinquen	VORTAC	113500	18.49799919	-67.10839844
BQP	Bastrop	NDB	329	32.75510025	-91.88349915
BQS	Braymer	VOR-DME	111200	39.63059998	-93.87529755
BQU	Bullion	VOR-DME	114500	40.75970078	-115.7610016
BQZ	Robert	VOR-DME	112200	40.46369934	-106.8720016
BR	Brunei	NDB	318	4.8990798	114.901001
BR	Brandon	NDB	233	49.90779877	-100.072998
BR	Gambella	NDB	450	8.108180046	34.56309891
BR	Budapest	NDB	395	47.37680054	19.3682003
BR	Breidavad	NDB	382	65.33280182	-14.37250042
BR	Batu Raja	NDB	357	-4.397779942	104.4029999
BR	Bidar	NDB	240	17.91769981	77.49880219
BR	Barapani	NDB	320	25.70610046	91.97570038
BR	Beira	NDB	327	-19.78160095	34.85010147
BR	Buri Ram	NDB	303	15.23869991	103.2529984
BR	Redan	NDB	266	33.645401	-84.311203
BR	Depoo	NDB	393	25.98360062	-97.50900269
BR	Burns	NDB	390	40.65420151	-91.1230011
BR	Larew	NDB	251	46.45660019	-94.02279663
BR	Bukhara	NDB	795	39.82329941	64.49500275
BRA	Barajas	VOR-DME	116450	40.46910095	-3.55753994
BRA	Broad River	NDB	379	35.27280045	-82.47100067
BRB	Barcial Del Barco	NDB	292	41.93209839	-5.666890144
BRC	Casablanca	VOR-DME	114000	33.27859879	-7.557330132
BRD	Brindisi	VORTAC	113200	40.61090088	18.00289917
BRD	Brainerd	VORTAC	116900	46.34830093	-94.02600098
BRD	Bojnord	VOR-DME	114800	37.49549866	57.32350159
BRD	Bojnord	NDB	346	37.48910141	57.30569839
BRD	Brindisi	NDB	364	40.60549927	18.00880051
BRG	Braganca	NDB	358	41.79669952	-6.725279808
BRI	Balikesir	TACAN	110600	39.6006012	27.92950058
BRI	Bristol	NDB	414	51.38140106	-2.717540026
BRK	Black Forest	VORTAC	112500	38.94449997	-104.6330032
BRK	Bruck	NDB	408	48.06290054	16.7166996
BRL	Burlington	VORTAC	111400	40.72340012	-90.92590332
BRL	Borroloola	NDB	218	-16.07719994	136.3049927
BRL	Barcelos	NDB	225	-0.9754999876	-62.92079926
BRM	Buri Ram	VOR-DME	117200	15.23960018	103.2590027
BRM	Barquisimeto	VOR-DME	112200	10.04749966	-69.35179901
BRM	Broome	NDB-DME	320	-17.94639969	122.2350006
BRN	Sidi Barrani	VOR-DME	116200	31.57559967	26.00559998
BRN	Berane	NDB	322	42.87120056	19.90340042
BRO	Brownsville	VORTAC	116300	25.92410088	-97.37529755
BRP	Boryspil	VOR-DME	115900	50.28559875	30.89929962
BRR	Barreiras	VOR	114300	-12.07999992	-45.00719833
BRR	Barreiras	NDB	375	-12.07900047	-44.99829865
BRR	Barra	NDB	316	57.02560043	-7.448919773
BRS	Brasilia	VOR-DME	115900	-15.87370014	-48.02140045
BRS	Brasilia	NDB	340	-15.86970043	-48.02170181
BRS	Bremsnes	NDB	371	63.08480072	7.64786005
BRT	Biratnagar	VOR-DME	114100	26.48080063	87.26309967
BRT	Bratsk	VOR-DME	113600	56.37170029	101.6869965
BRT	Barretos	NDB	360	-20.5821991	-48.59669876
BRU	Brunei	VOR-DME	112000	4.87458992	114.8850021
BRU	Bauru	NDB	380	-22.31399918	-49.10720062
BRU	Braunschweig	NDB	427	52.32220078	10.60620022
BRV	Brooke	VORTAC	114500	38.3362999	-77.35289764
BRV	Brasov	VOR-DME	117600	45.56760025	25.56469917
BRW	Barrow	VOR-DME	116200	71.27339935	-156.7879944
BRW	Brewarrina	NDB	281	-29.97470093	146.8119965
BRY	Bray-sur-Seine	VOR-DME	114100	48.4070015	3.294780016
BRY	Yenisehir	VOR-DME	115300	40.26250076	29.59399986
BRY	Yenisehir	NDB	352	40.26250076	29.59399986
BRZ	Breza	NDB	400	45.42359924	14.34539986
BS	Liyuantun	NDB	285	34.41669846	114.2180023
BS	Bhubaneshwar	NDB	302	20.2595005	85.81410217
BS	Bulgan Sum	NDB	345	46.10390091	91.58080292
BS	Bissau/Oswaldo Vieira	NDB	325	11.96010017	-15.64319992
BS	Basco	NDB	276	20.45149994	121.9749985
BS	Bratsk	NDB	374	56.34999847	101.7779999
BS	Bondsteel	NDB	428	42.35680008	21.24959946
BS	Kinmen	NDB-DME	345	24.42650032	118.348999
BSA	Beer-Sheba	VOR	114300	31.28619957	34.72129822
BSA	Bou Saada	VOR-DME	115900	35.51530075	4.401669979
BSA	Montichiari	VOR-DME	117700	45.43799973	10.31599998
BSA	Bou Saada	NDB	335	35.35039902	4.225019932
BSE	Bose	VOR-DME	115900	23.89500046	106.6480026
BSE	Baneasa Southeast	NDB	256	44.52959824	26.23049927
BSF	Bradshaw	NDB	339	19.76339912	-155.5939941
BSH	Bisha	VORTAC	112300	19.97769928	42.62459946
BSN	Boursonne	VOR-DME	114850	49.18830109	3.056469917
BSO	Benson	TACAN	110000	51.61449814	-1.099439979
BSR	Big Sur	VORTAC	114000	36.18130112	-121.6419983
BSR	Basrah	VOR-DME	112300	30.52569962	47.68669891
BST	Lanveoc	TACAN	114700	48.2845993	-4.452109814
BST	Lanveoc	NDB	428	48.28359985	-4.432219982
BST	Belfast	NDB	278	44.4109993	-69.01069641
BSU	Basankusu	NDB	318	1.212239981	19.79630089
BSV	Briggs	VOR-DME	112400	40.74069977	-81.43209839
BSW	Baneasa Southwest	NDB	521	44.4720993	25.95199966
BT	Berberati	VOR	113900	4.229360104	15.78380013
BT	Le Bourget	VOR-DME	116100	48.97470093	2.455169916
BT	Bertoua	NDB	274	4.551229954	13.71660042
BT	Bata	NDB	325	1.905719995	9.802060127
BT	Ali	NDB	353	42.09999847	43.64889908
BT	Alatyr	NDB	696	54.81669998	46.58330154
BT	Batol	NDB	272	42.36190033	-85.18419647
BT	Rundi	NDB	284	30.58289909	-91.21099854
BT	Herro	NDB	382	44.53219986	-73.24949646
BTA	Bastia	VOR-DME	114150	42.57360077	9.474829674
BTA	Bratta	NDB	336	60.04909897	5.30053997
BTE	Chimbote	VOR	112500	-9.147500038	-78.52189636
BTE	Batoh	VOR-DME	109400	36.76839828	140.0330048
BTF	New Tempe	NDB	519	-29.03610039	26.15559959
BTG	Battle Ground	VORTAC	116600	45.74779892	-122.5920029
BTH	Bathurst	NDB	383	-33.41419983	149.6569977
BTH	Barth	NDB	373	54.33840179	12.68610001
BTI	Barter Island	NDB	308	70.13069916	-143.6439972
BTL	Battle Creek	VORTAC	109400	42.30979919	-85.25229645
BTM	Batam	VOR-DME	116000	1.13688004	104.1330032
BTN	Batna	VOR-DME	115700	35.77149963	6.343790054
BTN	Batna	NDB	421	35.75170135	6.302219868
BTN	Britton	NDB	386	45.81919861	-97.74559784
BTO	Potou	VOR-DME	115900	38.10829926	116.5780029
BTO	Bonito	VOR-DME	113500	15.73680019	-86.86399841
BTO	Budiarto	VOR-DME	115800	-6.292479992	106.5830002
BTR	Baton Rouge	VORTAC	116500	30.48509979	-91.2940979
BTR	Butterworth	TACAN	113500	5.471859932	100.3929977
BTS	Wood River	NDB	429	58.99969864	-158.5480042
BTT	Bettles	VOR-DME	116000	66.90499878	-151.5359955
BTU	Bintulu	NDB	368	3.102410078	113.0250015
BTV	Burlington	VORTAC	117500	44.39709854	-73.18260193
BTY	Beatty	VORTAC	114700	36.80059814	-116.7480011
BTZ	Biarritz	VOR-DME	114150	43.46659851	-1.510280013
BU	Baku	NDB	515	40.52170181	50.06330109
BU	Burgas	NDB	321	42.51890182	27.44610023
BU	Bunyu	NDB	220	3.456190109	117.8669968
BU	Pulua Batu	NDB	207	-0.01948899962	98.29679871
BU	Bulgan	NDB	300	48.85419846	103.4860001
BU	Skopje	NDB	442	41.7317009	21.69499969
BU	Burnham	NDB	374	-43.60889816	172.3930054
BU	Barnaul	NDB	428	53.34500122	83.46499634
BU	Boutn	NDB	230	39.81930161	-83.20490265
BU	Klump	NDB	231	43.00019836	-78.65080261
BU	Buon Ma Thuot	NDB	386	12.67029953	108.0419998
BUA	Buffalo	VOR-DME	109400	45.55220032	-103.4560013
BUB	Brussels	VOR-DME	114600	50.90219879	4.538060188
BUB	Burwell	NDB	377	41.77470016	-99.14550018
BUD	Buckeye	VOR	109800	40.61660004	-83.063797
BUD	Budapest	VOR-DME	117300	47.45040131	19.24939919
BUD	Bundaberg	NDB	266	-24.89669991	152.3209991
BUE	Buchel	TACAN	117100	50.17869949	7.069499969
BUF	Buffalo	VOR-DME	116400	42.92900085	-78.64630127
BUG	Bugac	VOR-DME	113400	46.67770004	19.68169975
BUG	Bugac	NDB	430	46.67750168	19.68230057
BUH	Anne Arundel	NDB	260	39.08409882	-76.76000214
BUI	Budisavci	VOR-DME	115200	42.63299942	20.49580002
BUK	Cubuk	VOR-DME	114300	40.24169922	33.10469818
BUK	Cubuk	NDB	425	40.24169922	33.10469818
BUK	Buka	NDB-DME	269	-5.443019867	154.6670074
BUM	Butler	VORTAC	115900	38.27209854	-94.48819733
BUN	Bunia	VOR	114000	1.563879967	30.21660042
BUN	Bruno	VOR-DME	110600	51.11859894	4.841939926
BUN	Buenaventura	VOR-DME	112900	3.825530052	-76.99539948
BUN	Bunia	NDB	380	1.530550003	30.24990082
BUP	Burnham	NDB	348	44.69729996	-69.35780334
BUR	Burnham	NDB	421	51.51890182	-0.6772220135
BUT	U Taphao	TACAN	115800	12.67479992	101.0070038
BUT	U Taphao	VOR-DME	110800	12.66839981	100.9970016
BUT	Buta	NDB	397	2.807110071	24.7730999
BUU	Burbun	VOR-DME	114500	42.68930054	-88.30180359
BUV	Buvis	VOR-DME	116200	5.532219887	-73.8585968
BUZ	Bushehr	TACAN	112200	28.95540047	50.82080078
BUZ	Bushehr	VOR-DME	117450	28.95140076	50.8260994
BUZ	Bushehr	NDB	341	28.96220016	50.82279968
BV	Champlain	NDB	336	46.87120056	-71.28140259
BV	Bhavnagar	NDB	243	21.75860023	72.17669678
BV	Berlevag	NDB	399	70.87349701	29.05610085
BV	Elista	NDB	311	46.36830139	44.39500046
BV	Brough	NDB	372	53.72539902	-0.5814830065
BV	Dewie	NDB	201	36.83950043	-96.01399994
BV	Almnd	NDB	335	35.70320129	-91.79779816
BV	La Palma	DME	112400	28.60160065	-17.75659943
BVG	Boll Weevil	NDB	352	31.33679962	-85.98329926
BVI	Boa Vista	VOR-DME	113100	2.852169991	-60.6867981
BVI	Boa Vista	NDB	405	2.839829922	-60.69200134
BVK	Baatvik	NDB	362	62.24089813	5.810080051
BVK	Buckland	NDB-DME	325	65.97979736	-161.1490021
BVL	Bonneville	VORTAC	112300	40.72610092	-113.7570038
BVN	Alaby	NDB	332	41.729599	-98.05269623
BVO	Bartlesville	VOR-DME	117900	36.83420181	-96.01830292
BVP	Nixin	NDB	326	29.99329948	-95.21499634
BVQ	Beaver Creek	NDB	260	37.01750183	-86.00920105
BVR	Bhavnagar	VOR-DME	114100	21.75009918	72.18890381
BVR	Byers	VOR-DME	113500	39.76580048	-103.9280014
BVS	Beauvais	VOR	115900	49.43640137	2.153189898
BVS	Skagit/Bay View	NDB	240	48.46860123	-122.4189987
BVT	Boiler	VORTAC	115100	40.55609894	-87.06929779
BVT	Rabil	NDB	341	16.15110016	-22.88809967
BVV	Brookhaven	NDB	407	31.6079998	-90.41030121
BW	Kamina Base	NDB	258	-8.631919861	25.21479988
BW	Bajawa	NDB	281	-8.814590454	121.0039978
BW	Bahawalpur	NDB	332	29.34989929	71.71910095
BW	Sheremetyevo	NDB	380	55.98500061	37.50999832
BW	Balakovo	NDB	375	51.89670181	47.79669952
BW	Noora	NDB	236	36.88000107	-86.4815979
BWA	Bhairahawa	VOR-DME	114700	27.50329971	83.43280029
BWD	Brownwood	VOR-DME	108600	31.89259911	-98.95749664
BWG	Bowling Green	VORTAC	117900	36.92869949	-86.44339752
BWK	Bunkie	NDB	397	30.86540031	-92.23410034
BWN	Bowen	NDB	292	-20.02109909	148.2149963
BWP	Breckenridge-Wahpeton	NDB	233	46.24489975	-96.60359955
BWR	Brewster Co	NDB	412	30.45820045	-103.6470032
BWS	Boles	VOR-DME	109600	32.82130051	-106.0130005
BWX	Barrow Island	NDB	206	-20.85630035	115.4059982
BWZ	Broadway	VOR-DME	114200	40.79840088	-74.82180023
BX	Blanc Sablon	NDB	220	51.42139816	-57.2030983
BX	Batsfjord	NDB	348	70.60720062	29.71290016
BX	Belgorod	NDB	718	50.62170029	36.65829849
BX	La Palma	NDB	389	28.60169983	-17.7567997
BX	Carma	NDB	353	30.88159943	-89.86209869
BXG	Burke County	NDB	356	33.04249954	-82.00479889
BXK	Buckeye	VORTAC	110600	33.45349884	-112.8249969
BXR	Big Doctor	NDB	203	45.82130051	-92.36640167
BXZ	West Branch	VOR-DME	113200	44.24269867	-84.1835022
BY	Brest	NDB	985	52.09000015	23.9666996
BY	Beechy	NDB	212	50.84189987	-107.4599991
BY	Bareilly	NDB	218	28.41679955	79.4484024
BYC	Buckeburg	NDB	368	52.29119873	9.090999603
BYI	Burley	VOR-DME	114100	42.5802002	-113.8659973
BYN	Bryan	NDB	260	41.47980118	-84.4661026
BYP	Bonham	VORTAC	114600	33.53749847	-96.23410034
BYY	Bay City	NDB	344	28.97249985	-95.85910034
BZ	Brazzaville Maya Maya	VOR-DME	113100	-4.245610237	15.26379967
BZ	Yunhe	NDB	244	28.08329964	119.5670013
BZ	Biarritz	NDB	341	43.47050095	-1.403689981
BZ	Vijayawada	NDB	393	16.52389908	80.7881012
BZ	Bolshaya Murta	NDB	497	56.90000153	93.16670227
BZ	Brize Norton	NDB	386	51.74919891	-1.601619959
BZ	Fossi	NDB	393	35.45069885	-99.20149994
BZ	Manni	NDB	266	45.87179947	-111.2860031
BZ	Bullo	NDB	407	32.41770172	-81.66190338
BZ	Harare	NDB	284	-18.0673008	31.33930016
BZA	Bard	VORTAC	116800	32.76810074	-114.6029968
BZE	Belize	VOR-DME	114300	17.5401001	-88.31549835
BZE	Belize	NDB	392	17.53730011	-88.30989838
BZJ	Bellgrove	NDB	328	40.43590164	-76.5530014
BZK	Brookfield	NDB	383	39.7641983	-93.10910034
BZM	Barretts Mt	VOR-DME	110800	35.8689003	-81.2405014
BZN	Brize Norton	TACAN	111900	51.74819946	-1.603530049
BZN	Bozeman	VOR-DME	112400	45.78390121	-111.1549988
BZO	Bolzano	NDB	362	46.46360016	11.32190037
C	Comandante Espora	NDB	280	-38.70669937	-62.15999985
C	Comodoro Rivadavia	NDB	280	-45.78139877	-67.43270111
C	Ministro Pistarini	NDB	305	-34.81710052	-58.56470108
C	Corrientes	NDB	305	-27.42819977	-58.75889969
C	Hongqiao	NDB	313	31.22330093	121.3330002
C	Camaguey	NDB	402	21.41349983	-77.86589813
C	Parduc	NDB	352	47.34550095	17.51169968
C	Debrecen	NDB	326	47.47529984	21.59309959
C	Antonov	NDB	257	50.62559891	30.17289925
C	Cherkasy	NDB	705	49.39810181	32.00989914
C7	Geraldton	NDB	362	49.77230072	-86.9713974
CA	Cabinda	NDB	280	-5.584839821	12.18939972
CA	Cartwright	NDB	281	53.71060181	-57.01789856
CA	Cirebon	NDB	365	-6.697979927	108.5599976
CA	Cochin Intl	NDB	268	10.04080009	76.27899933
CA	Kolkata	NDB	293	22.58379936	88.43990326
CA	Kamigoto	NDB	367	33.01200104	129.1900024
CA	Cascais	NDB	359	38.7256012	-9.358329773
CA	Harvs	NDB	395	38.14490128	-97.27610016
CA	Murry	NDB	362	33.96720123	-81.24469757
CA	Carrasco	NDB	280	-34.78469849	-55.94340134
CAA	Cazaux	TACAN	110800	44.53120041	-1.136029959
CAA	Calga (Closed May 2016)	NDB	-1	-33.4028015	151.210998
CAA	Cazaux	NDB	382	44.55130005	-1.119969964
CAB	Cabanatuan	VOR-DME	112700	15.4822998	121.0240021
CAB	Catbi	VOR-DME	115100	20.81819916	106.7279968
CAC	Caceres	NDB	380	39.52890015	-6.428850174
CAD	Cacador	NDB	400	-26.79140091	-50.93840027
CAD	Cadillac	NDB	269	44.27500153	-85.41419983
CAE	Columbia	VORTAC	114700	33.8572998	-81.05390167
CAE	Ben Slimane	NDB	275	33.61579895	-7.113329887
CAE	Caernarfon	NDB	320	53.10010147	-4.339519978
CAG	Caiguna	VOR-DME	112500	-32.26330185	125.4960022
CAG	Cagliari	VOR-DME	113400	39.24900055	9.054080009
CAG	Cagliari	NDB	371	39.21459961	9.097470284
CAI	Cairo	VOR-DME	112500	30.15200043	31.4239006
CAI	Canouan	NDB	302	12.69620037	-61.33929825
CAK	Chekka	VOR-DME	116200	34.29899979	35.6996994
CAL	Calamarca	VOR-DME	114100	-16.87919998	-68.08029938
CAL	Calabar	VOR-DME	114100	4.921870232	8.320039749
CAM	Cameri	TACAN	115000	45.57020187	8.657529831
CAM	Cambridge	VOR-DME	115000	42.99430084	-73.34400177
CAM	Camiri	NDB	290	-20.00639915	-63.52590179
CAM	Cameri	NDB	323	45.42860031	8.700779915
CAM	Cambridge	NDB	333	52.21080017	0.182791993
CAN	Caen	VOR	114450	49.173195	-0.455282
CAN	Carney	NDB	274	47.41059875	-122.8389969
CAO	Clayton	NDB	332	36.44400024	-103.1490021
CAR	Carnarvon	VOR-DME	113000	-24.88190079	113.6729965
CAR	Concepcion	VOR-DME	114300	-36.75550079	-73.05310059
CAR	Carbonara	VOR-DME	115100	39.1114006	9.508060455
CAR	Carnarvon	NDB	323	-24.88669968	113.6689987
CAR	Carnane	NDB	367	54.14110184	-4.491670132
CAR	Carbonara	NDB	402	39.11169815	9.509169579
CAR	Carrasco	NDB	380	-34.76839828	-56.02610016
CAS	Caselle	TACAN	109500	45.19380188	7.652810097
CAS	Cascais	VOR-DME	114300	38.74829865	-9.361940384
CAS	Caselle	NDB	357	45.12350082	7.645329952
CAT	Catamarca	VOR-DME	114300	-28.58359909	-65.74669647
CAT	El Salvador	VOR-DME	117500	13.44139957	-89.04779816
CAT	Catania	VOR-DME	112100	37.45619965	14.96930027
CAT	Catamarca	NDB	235	-28.5958004	-65.75610352
CAT	St Catherine	NDB	262	28.68440056	34.05989838
CAT	Catania	NDB	345	37.45690155	14.96570015
CAT	Chatham	NDB	254	40.74089813	-74.42980194
CAV	Vatry	VOR-DME	111650	48.78110123	4.146940231
CAV	Cascavel	NDB	220	-25.00300026	-53.50320053
CAV	Clarion	NDB	387	42.74580002	-93.75879669
